VID,Speed,Position(X),Position(Y),LID
route0.0,0,5.0299999999999985,69.07197839960726,3
route1.0,0,26.954425451092117,58.45332383665717,7
route2.0,0,45.22134073507633,66.7324711372125,0
route3.0,0,44.769999999999996,69.14641106222501,1
