3529.612505823165,1353.8630796050297,484,14,0.23711479790508783
4316.845398799639,696.9137408801422,439,7,-4.5
2258.59961249971,798.596455848707,449,12,1.7386322474339977
975.8824607654034,1518.0178953827085,210,7,1.7124509539920831
2469.156794211809,311.8426660909921,518,22,0.6396928976988399
1809.719838295687,3888.8104033058116,70,9,0.0
2593.1695237592835,2928.3500954742062,409,16,0.36547866640612625
5043.803873343577,2768.935742056885,883,9,-4.5
4841.703566995139,2845.169770514173,401,13,-0.23380653422791653
4308.685092426622,688.4619113669704,439,11,0.5511137173278264
2103.974079312876,645.0072793648434,19,14,1.0577697124797858
841.7084938598003,1415.0995739123632,372,0,0.0
3461.8425735584146,1931.2765137349986,146,12,0.6108732116175819
